# Program:featureCounts v1.5.3; Command:"featureCounts" "-Q" "10" "-T" "3" "-a" "/home/hub/genomes/Hsapiens/Homo_sapiens.GRCh38.90.chr1.gtf" "-o" "/home/hub/RNA_Practical/aligned/counts/counts.out" "/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam" "/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/hub/RNA_Practical/aligned/bam/sampleB3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA3.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA2.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleA1.sorted.bam	/home/hub/RNA_Practical/aligned/bam/sampleB2.sorted.bam
ENSG00000123843	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207088842;207088894;207089213;207089238;207089239;207089283;207089482;207089482;207089482;207089482;207090308;207090308;207090308;207090308;207090308;207090311;207091644;207091644;207091644;207091644;207091644;207091644;207094934;207096522;207096522;207096522;207096522;207096522;207097818;207098150;207098150;207098150;207098150;207098150;207098150;207099789;207099789;207099789;207099789;207099789;207099789	207088946;207088946;207089361;207089589;207089589;207089361;207089589;207089589;207089589;207089589;207090481;207090481;207090481;207090481;207090481;207090481;207091820;207091820;207091820;207091820;207091872;207091820;207096615;207096615;207096615;207096615;207096615;207096615;207098264;207098264;207098264;207098264;207098264;207098189;207098264;207099993;207099990;207099983;207099993;207099993;207099993	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3219	190	404	247	242	318	165
ENSG00000123838	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207104262;207104306;207104378;207112899;207113001;207113001;207114100;207114100;207114100;207114676;207115416;207115416;207115416;207123922;207123922;207124175;207126713;207131546;207134404;207141106;207143818;207144544	207104430;207104430;207104430;207113167;207113167;207113167;207114285;207114285;207114285;207114771;207115465;207115515;207115515;207123949;207124007;207124366;207126895;207131740;207134592;207141276;207143993;207144972	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2441	69	98	53	100	78	79
ENSG00000275392	1	207127010	207127486	-	477	0	0	0	0	0	0
ENSG00000226565	1	207150205	207150281	-	77	0	0	0	0	0	0
ENSG00000224462	1;1;1;1;1;1;1;1;1;1;1	207165496;207166595;207167322;207171624;207171879;207173617;207175137;207178663;207181375;207182548;207183662	207165652;207166774;207167429;207171707;207172073;207173799;207175334;207178857;207181542;207182723;207183910	+;+;+;+;+;+;+;+;+;+;+	1893	0	0	0	0	0	0
ENSG00000243636	1;1;1;1	207179296;207181375;207182548;207183662	207179495;207181542;207182723;207184062	+;+;+;+	945	0	0	0	0	0	0
ENSG00000232621	1;1;1	207225798;207228301;207229087	207225957;207228502;207229202	+;+;+	478	0	0	0	0	0	0
ENSG00000237074	1;1;1;1;1;1;1;1	207240122;207244433;207249067;207264997;207301770;207301770;207308467;207308467	207240193;207244536;207249150;207265036;207301907;207301907;207309121;207309292	+;+;+;+;+;+;+;+	1264	0	0	0	0	0	0
ENSG00000196352	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207321508;207321532;207321643;207321687;207321701;207321733;207321791;207322236;207322382;207322382;207322382;207322382;207322382;207322382;207322382;207324559;207324559;207324559;207324559;207324559;207324559;207324658;207324658;207325622;207325622;207325622;207325622;207325622;207325622;207325622;207325622;207325622;207326752;207326752;207326752;207326752;207326752;207326752;207326752;207326752;207326752;207331108;207331108;207331108;207331108;207331108;207331108;207331108;207331108;207331108;207331108;207336693;207336693;207336693;207336693;207336693;207336693;207336693;207336693;207336693;207336693;207336754;207336947;207337329;207337329;207337329;207337329;207337329;207337329;207337329;207339397;207339397;207339397;207339397;207339397;207339397;207339397;207339397;207339397;207340391;207340391;207358516;207359546;207359546;207359546;207359546;207359546;207359546;207367370;207370709;207372769;207385222;207386206	207321865;207321865;207321865;207321865;207321865;207321865;207321865;207322289;207322567;207322567;207322567;207322567;207322567;207322567;207322567;207324750;207324750;207324750;207324750;207324750;207324750;207324750;207324750;207325721;207325721;207325721;207325721;207325721;207325721;207325721;207325721;207325721;207326837;207326837;207326837;207326837;207326837;207326837;207326837;207326837;207326837;207331296;207331296;207331296;207331296;207331296;207331296;207331296;207331296;207331296;207331296;207337409;207336818;207337409;207336788;207336943;207336818;207336818;207336818;207336818;207336818;207336818;207337409;207337409;207337409;207337409;207337659;207337409;207337409;207337409;207339417;207339417;207339417;207339417;207339417;207339417;207339417;207339417;207339417;207340508;207340766;207358621;207359713;207360502;207359767;207360501;207360966;207360966;207367487;207370834;207373252;207385406;207386804	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5568	12424	13848	13807	7828	8844	12914
ENSG00000274245	1	207372559	207373252	+	694	0	0	0	0	0	0
ENSG00000283044	1;1;1	207401691;207404852;207416052	207401884;207404951;207416236	-;-;-	479	0	0	0	0	0	0
ENSG00000117322	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207454230;207454230;207454230;207454651;207466526;207466526;207466526;207466526;207468306;207468527;207468527;207468527;207468800;207468800;207468800;207468800;207469150;207469150;207469150;207469150;207469695;207469695;207469695;207469695;207470740;207470740;207470740;207470997;207470997;207470997;207471015;207471068;207471423;207471423;207471423;207471423;207471854;207472772;207472772;207472772;207472772;207473545;207473801;207473801;207473801;207474241;207474241;207474241;207474824;207474824;207474824;207476234;207476234;207477885;207477885;207477885;207479257;207479257;207479257;207479978;207479978;207479978;207485464;207485464;207485464;207489142;207489142;207489142	207454476;207454476;207454476;207454955;207466756;207466912;207466912;207466912;207468715;207468715;207468715;207468715;207468899;207468899;207468899;207468899;207469232;207469232;207469232;207469232;207469933;207470102;207470102;207470102;207470916;207470916;207470916;207471087;207471087;207471087;207471087;207471087;207471499;207471499;207471499;207471499;207471972;207472902;207473179;207473179;207473179;207473721;207473885;207473885;207473885;207474323;207474323;207474323;207475216;207475216;207475216;207476419;207476419;207478070;207478070;207478070;207479280;207479280;207479280;207480053;207480053;207480053;207485572;207485572;207485572;207489895;207489895;207489895	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4885	2110	2014	2973	2496	2140	3044
ENSG00000203710	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207496147;207496157;207496157;207496157;207496228;207496238;207496261;207496268;207496341;207496341;207496341;207496341;207505904;207505904;207505904;207505904;207505904;207505904;207505904;207505904;207505904;207505904;207505904;207505904;207506714;207506714;207506714;207506714;207506714;207506714;207506714;207506714;207506714;207506714;207506714;207506714;207511569;207511569;207511569;207511569;207511569;207511569;207511569;207511569;207511569;207511569;207511569;207523611;207523611;207523611;207523611;207523611;207523611;207523611;207523611;207523611;207526753;207526753;207526753;207526753;207526753;207526753;207527021;207527021;207527021;207527021;207527021;207528716;207528716;207528716;207528716;207528716;207532180;207532180;207532180;207532180;207532180;207533409;207533409;207533409;207533409;207533409;207534197;207534197;207534197;207534197;207534197;207539981;207539981;207539981;207539981;207542182;207542182;207542182;207542182;207545308;207545308;207545308;207545308;207545308;207545308;207545576;207545576;207545576;207545576;207545576;207545576;207547271;207547271;207547271;207547271;207547271;207547271;207550735;207550735;207550735;207550735;207550735;207551964;207551964;207551964;207551964;207551964;207552752;207552752;207552752;207552752;207552752;207558538;207558538;207558538;207559050;207560739;207560739;207560739;207560739;207563864;207563864;207563864;207563864;207563864;207564132;207564132;207564132;207564132;207564132;207564132;207565838;207565838;207565838;207565838;207565838;207565838;207567824;207567824;207567824;207567824;207567824;207567824;207569059;207569059;207569059;207569059;207569059;207569059;207569059;207569847;207569847;207569847;207569847;207569847;207569847;207569847;207575595;207575595;207575595;207575595;207575595;207575595;207577805;207577805;207577805;207577805;207577805;207577805;207580240;207580240;207580240;207580240;207580240;207580240;207580511;207580511;207580511;207580511;207580511;207580511;207581918;207581918;207581918;207581918;207581918;207581918;207584649;207584649;207584649;207584649;207584649;207584649;207587386;207587386;207587386;207587386;207587386;207587386;207588675;207588675;207588675;207588675;207588675;207588675;207607251;207607251;207607251;207607251;207607251;207607251;207609290;207609290;207609290;207609290;207609290;207609290;207611677;207611677;207611677;207611677;207611677;207611939;207611939;207611939;207611939;207611939;207614404;207614404;207614404;207614404;207614404;207616575;207616575;207616575;207616575;207616575;207616575;207618071;207618071;207618071;207618071;207618071;207618071;207619880;207619880;207619880;207619880;207619880;207619880;207621973;207621973;207621973;207621973;207621973;207621973;207622993;207622993;207622993;207622993;207622993;207622993;207630517;207630517;207630517;207630517;207630517;207630517;207639397;207639397;207639397;207639397;207639397	207496388;207496388;207496388;207496388;207496388;207496388;207496388;207496388;207496388;207496388;207496388;207496388;207506083;207506083;207506083;207506083;207506083;207506083;207506083;207506083;207506083;207506083;207506083;207506083;207506813;207506813;207506813;207506813;207506813;207507610;207506813;207506813;207506813;207506813;207506813;207506813;207511654;207511654;207511654;207511654;207511654;207511654;207511654;207511654;207511654;207511654;207511654;207524009;207524009;207524009;207524009;207524009;207524009;207524009;207524009;207524009;207526929;207526929;207526929;207526929;207526929;207526929;207527123;207527123;207527123;207527123;207527123;207528801;207528801;207528801;207528801;207528801;207532398;207532398;207532398;207532398;207532398;207533588;207533588;207533588;207533588;207533588;207534995;207534296;207534296;207534296;207534296;207540066;207540066;207540066;207540066;207542580;207542580;207542580;207542580;207545484;207545484;207545484;207545484;207545484;207545484;207545678;207545678;207545678;207545678;207545678;207545678;207547356;207547356;207547356;207547356;207547356;207547356;207550953;207550953;207550953;207550953;207550953;207552143;207552143;207552143;207552143;207552143;207552851;207552851;207552851;207552851;207552851;207558623;207558623;207558623;207559484;207561137;207561137;207561137;207561137;207564040;207564040;207564040;207564040;207564040;207564234;207564234;207564234;207564234;207564234;207564234;207565923;207565923;207565923;207565923;207565923;207565923;207568042;207568042;207568042;207568042;207568042;207568042;207569238;207569238;207569238;207569238;207569238;207569238;207569238;207570645;207570645;207569946;207569946;207569946;207569946;207569946;207575680;207575680;207575680;207575680;207575680;207575680;207578203;207578203;207578203;207578203;207578203;207578203;207580416;207580416;207580416;207580416;207580416;207580416;207580613;207580613;207580613;207580613;207580613;207580613;207582003;207582003;207582003;207582003;207582003;207582003;207584876;207584876;207584876;207584876;207584876;207584876;207587565;207587565;207587565;207587565;207587565;207587565;207588774;207588774;207588774;207588774;207588774;207588774;207607336;207607336;207607336;207607336;207607336;207607336;207609688;207609546;207609688;207609688;207609688;207609688;207611853;207611853;207611853;207611853;207611853;207612041;207612041;207612041;207612041;207612041;207614489;207614489;207614489;207614489;207614489;207616802;207616802;207616802;207616802;207616802;207616802;207618247;207618247;207618247;207618247;207618247;207618247;207620065;207620065;207620065;207620065;207620065;207620065;207621996;207621996;207621996;207621996;207621996;207621996;207623068;207623068;207623068;207623068;207623068;207623068;207630627;207630621;207630621;207630621;207630621;207630621;207639409;207640208;207640647;207640647;207640647	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11465	822	1893	616	1157	1945	496
ENSG00000236911	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207551925;207552723;207552723;207569836;207569968;207598846;207598846;207598846;207600625;207605881;207605881;207605881;207606468;207606468;207606493	207552349;207552980;207552979;207570075;207570075;207599006;207599006;207599006;207600855;207605983;207605983;207605983;207606555;207606555;207606555	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1506	0	2	2	1	1	1
ENSG00000197721	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207645113;207645174;207669116;207669439;207677389;207677389;207677389;207677389;207677460;207678198;207678198;207678198;207678198;207678198;207683872;207683872;207683872;207683872;207694353;207694353;207697503;207697503;207697771;207697771;207699189;207699189;207701519;207701519;207708178;207710382;207715312;207717464;207717464;207723618;207723618;207724633;207738404	207645330;207645330;207669216;207669565;207677568;207677568;207677568;207677568;207677568;207678297;207678297;207678267;207678297;207678297;207683957;207683957;207683957;207684036;207694751;207694751;207697679;207697679;207697873;207697873;207699274;207699274;207701618;207701618;207708263;207710818;207715397;207717691;207717691;207723641;207723703;207724708;207738416	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2768	17	109	4	15	57	167
ENSG00000244703	1;1;1;1;1	207645234;207652547;207653079;207655190;207657123	207645330;207652735;207653181;207655275;207657410	+;+;+;+;+	763	0	5	0	7	16	1
ENSG00000226289	1	207658454	207659142	+	689	0	0	0	0	0	0
ENSG00000274059	1	207708898	207708981	-	84	0	0	0	0	0	0
ENSG00000117335	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	207752057;207752057;207752057;207752057;207752057;207752057;207752057;207752057;207752068;207752068;207752115;207752123;207757014;207757014;207757014;207757014;207757014;207757014;207757014;207757014;207757014;207757014;207757014;207757540;207757540;207757540;207757540;207757540;207757540;207757540;207757540;207757540;207757540;207757540;207757540;207759639;207759639;207759639;207759639;207759639;207759639;207759639;207759639;207759639;207759639;207759639;207759639;207760985;207761249;207761249;207761249;207761249;207761249;207761249;207761249;207761249;207761249;207761249;207767013;207767013;207767013;207767013;207767013;207767013;207767013;207767013;207767013;207767013;207767013;207767013;207767205;207767607;207767607;207767607;207767779;207767779;207767779;207767779;207767779;207767779;207768118;207770041;207770053;207770310;207770321;207770321;207770321;207770321;207770321;207770321;207770321;207770321;207770321;207770321;207770339;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207783292;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785071;207785619;207785619;207785619;207785619;207785619;207785619;207785619;207785619;207785619;207785619;207785619;207785619;207785619;207785656;207790253;207790253;207790253;207790253;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207793519;207795005	207752309;207752309;207752309;207752309;207752309;207752309;207752309;207752309;207752309;207752097;207752309;207752309;207757202;207757202;207757202;207757202;207757202;207757202;207757202;207757202;207757202;207757202;207757202;207757642;207757642;207757642;207757642;207757642;207757642;207757642;207757642;207757642;207757642;207757642;207757642;207759724;207759724;207759724;207761446;207759724;207759724;207759724;207759724;207759724;207759724;207759724;207759724;207761446;207761446;207761446;207761446;207761446;207761446;207761446;207761446;207761446;207761446;207761446;207767117;207767195;207767195;207770362;207767195;207767195;207767195;207767195;207767195;207767195;207767195;207767195;207767823;207767651;207767651;207767651;207767823;207767823;207767823;207767823;207767823;207767823;207768772;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207770362;207783330;207783728;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207783330;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207785106;207786062;207785682;207785682;207785682;207785682;207785682;207785682;207785682;207785682;207785682;207785682;207785682;207785682;207785682;207790345;207790345;207790345;207790345;207793608;207793873;207794780;207793646;207795506;207795513;207795513;207795513;207795513;207795513;207795513;207795513;207795513;207795513;207795224	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8708	2596	21430	2246	22055	38859	2425
